22	15785058	15787171	1	1	1	1	0	13
22	15787283	15788584	1	1	1	9	0	32
22	15788932	15790660	1	1	1	5	4	10
22	15788932	15790684	1	1	1	2	0	28
22	15790799	15791009	0	0	1	3	0	25
22	15815567	15821258	1	1	0	1	0	31
22	16611894	16613984	1	1	1	1	0	6
22	16611894	16614076	1	1	1	4	0	27
22	16614179	16614698	1	1	1	3	0	25
22	16614179	16622840	1	1	1	2	0	34
22	16614179	16637039	1	1	0	2	0	23
22	16622898	16637039	1	1	1	1	0	22
22	16637091	16638578	1	1	1	1	0	23
22	16638741	16648526	1	1	1	7	0	24
22	16647258	16648526	1	1	0	1	0	32
22	16650127	16651607	1	1	0	1	0	32
22	16650127	16652321	1	1	0	1	0	22
22	16652484	16652932	1	1	1	2	0	14
22	16677377	16679291	2	2	1	1	0	36
22	17085230	17087961	1	1	0	1	0	31
22	17085230	17097061	1	1	1	8	0	25
22	17097087	17097796	1	1	1	11	0	25
22	17097944	17098774	1	1	1	5	0	26
22	17098888	17100354	1	1	1	5	0	36
22	17098888	17101995	1	1	0	1	1	34
22	17100482	17101995	1	1	1	15	0	34
22	17102044	17102138	1	1	1	17	0	34
22	17102303	17103493	1	1	1	23	0	36
22	17103578	17104725	1	1	1	22	0	25
22	17104811	17105590	1	1	1	22	0	13
22	17105603	17105852	1	1	1	10	0	12
22	17105603	17107726	1	1	1	8	0	13
22	17105955	17107726	1	1	1	3	0	27
22	17107769	17108306	1	1	1	23	0	37
22	17138358	17138549	2	2	1	61	0	37
22	17138358	17141058	2	2	1	1	0	30
22	17138358	17143097	2	2	0	1	0	34
22	17138739	17141058	2	2	1	63	0	36
22	17138739	17143097	2	2	0	1	0	13
22	17141219	17143097	2	2	0	3	0	35
22	17141234	17143097	2	2	1	34	0	35
22	17143132	17145023	2	2	1	23	0	34
22	17145118	17148447	2	2	1	20	0	34
22	17148561	17149541	2	2	1	30	0	36
22	17149746	17158456	2	2	1	6	0	37
22	17344065	17366330	1	1	0	0	1	23
22	17366361	17397117	1	1	0	0	1	20
22	17387429	17390663	1	1	0	1	0	32
22	17428541	17477002	1	1	0	1	0	20
22	17477683	17497402	1	1	1	1	0	16
22	17497587	17499409	1	1	1	8	0	37
22	17499550	17500630	1	1	1	5	0	36
22	17500736	17503081	1	1	1	15	0	36
22	17503132	17504846	1	1	1	16	0	22
22	17505017	17524117	1	1	0	9	0	35
22	17511897	17524117	1	1	1	2	0	3
22	17524272	17537102	1	1	1	8	0	36
22	17537233	17538519	1	1	1	3	0	25
22	17538558	17538639	1	1	1	5	0	36
22	17538732	17538992	1	1	1	15	0	30
22	17539120	17540411	1	1	1	6	0	18
22	17540801	17541838	1	1	1	5	0	37
22	17541968	17542156	1	1	1	7	0	33
